lmSimple	500	200		1	3	3	0	5303867 
lmSimple	500	200		2	3	3	0	9810256 
lmSimple	500	200		3	3	3	0	8688529 
lmSimple	500	200		4	3	2	0	8584778 
lmSimple	500	200		5	3	3	0	2782623 
lmSimple	500	200		6	3	3	0	5370714 
lmSimple	500	200		7	3	2	0	8092288 
lmSimple	500	200		8	3	3	0	1241109 
lmSimple	500	200		9	3	3	0	6748047 
lmSimple	500	200		10	3	3	0	3953929 
lmSimple	500	200		11	3	3	0	1415192 
lmSimple	500	200		12	3	3	0	4033157 
lmSimple	500	200		13	3	3	0	7215255 
lmSimple	500	200		14	3	3	0	6069410 
lmSimple	500	200		15	3	3	0	7258168 
lmSimple	500	200		16	3	3	0	3437133 
lmSimple	500	200		17	3	3	0	2634429 
lmSimple	500	200		18	3	3	0	3004219 
lmSimple	500	200		19	3	3	0	3393491 
lmSimple	500	200		20	3	3	0	4711374 
lmSimple	500	200		21	3	3	0	8787039 
lmSimple	500	200		22	3	3	0	7200723 
lmSimple	500	200		23	3	3	0	4644137 
lmSimple	500	200		24	3	3	0	5104524 
lmSimple	500	200		25	3	3	0	8237096 
lmSimple	500	200		26	3	3	0	8968164 
lmSimple	500	200		27	3	3	0	2411009 
lmSimple	500	200		28	3	3	0	5713353 
lmSimple	500	200		29	3	2	0	6380251 
lmSimple	500	200		30	3	3	0	6856368 
lmSimple	1000	200		1	3	3	0	7975634 
lmSimple	1000	200		2	3	3	0	1785822 
lmSimple	1000	200		3	3	3	0	3297522 
lmSimple	1000	200		4	3	3	0	8810780 
lmSimple	1000	200		5	3	2	0	6948378 
lmSimple	1000	200		6	3	3	0	1097675 
lmSimple	1000	200		7	3	3	0	5814828 
lmSimple	1000	200		8	3	3	0	4868139 
lmSimple	1000	200		9	3	3	0	6382030 
lmSimple	1000	200		10	3	3	0	4405665 
lmSimple	1000	200		11	3	3	0	1116334 
lmSimple	1000	200		12	3	3	0	3267289 
lmSimple	1000	200		13	3	2	0	9247319 
lmSimple	1000	200		14	3	3	0	8842657 
lmSimple	1000	200		15	3	3	0	7074770 
lmSimple	1000	200		16	3	3	0	7371231 
lmSimple	1000	200		17	3	3	0	9677150 
lmSimple	1000	200		18	3	3	0	8636358 
lmSimple	1000	200		19	3	2	0	7449763 
lmSimple	1000	200		20	3	3	0	2022349 
lmSimple	1000	200		21	3	3	0	5254390 
lmSimple	1000	200		22	3	3	0	2018175 
lmSimple	1000	200		23	3	3	0	1426784 
lmSimple	1000	200		24	3	3	0	5253456 
lmSimple	1000	200		25	3	3	0	3019578 
lmSimple	1000	200		26	3	2	0	4559951 
lmSimple	1000	200		27	3	3	0	5905584 
lmSimple	1000	200		28	3	2	0	1366789 
lmSimple	1000	200		29	3	3	0	1897989 
lmSimple	1000	200		30	3	3	0	6595961 
lmSimple	500	500		1	3	3	0	4196051 
lmSimple	500	500		2	3	3	0	2394101 
lmSimple	500	500		3	3	3	0	6374488 
lmSimple	500	500		4	3	3	0	7766975 
lmSimple	500	500		5	3	3	0	4891486 
lmSimple	500	500		6	3	3	0	4148578 
lmSimple	500	500		7	3	3	0	7193630 
lmSimple	500	500		8	3	3	0	5455161 
lmSimple	500	500		9	3	3	0	6465018 
lmSimple	500	500		10	3	3	0	3383395 
lmSimple	500	500		11	3	3	0	4104010 
lmSimple	500	500		12	3	3	0	3227857 
lmSimple	500	500		13	3	3	0	6220417 
lmSimple	500	500		14	3	3	0	9750202 
lmSimple	500	500		15	3	3	0	2215656 
lmSimple	500	500		16	3	3	0	5492458 
lmSimple	500	500		17	3	3	0	4955448 
lmSimple	500	500		18	3	3	0	4576314 
lmSimple	500	500		19	3	3	0	4418106 
lmSimple	500	500		20	3	3	0	1945826 
lmSimple	500	500		21	3	3	0	7744300 
lmSimple	500	500		22	3	3	0	6243084 
lmSimple	500	500		23	3	3	0	3914075 
lmSimple	500	500		24	3	3	0	6031175 
lmSimple	500	500		25	3	3	0	6828603 
lmSimple	500	500		26	3	3	0	9357516 
lmSimple	500	500		27	3	3	0	8953736 
lmSimple	500	500		28	3	3	0	6713697 
lmSimple	500	500		29	3	3	0	4557684 
lmSimple	500	500		30	3	3	0	8698903 
lmSimple	1000	500		1	3	3	0	5025408 
lmSimple	1000	500		2	3	3	0	7403659 
lmSimple	1000	500		3	3	3	0	6552405 
lmSimple	1000	500		4	3	3	0	1517718 
lmSimple	1000	500		5	3	3	0	4387032 
lmSimple	1000	500		6	3	3	0	8124730 
lmSimple	1000	500		7	3	3	0	4812569 
lmSimple	1000	500		8	3	3	0	8991711 
lmSimple	1000	500		9	3	3	0	8094303 
lmSimple	1000	500		10	3	3	0	9408661 
lmSimple	1000	500		11	3	3	0	5837679 
lmSimple	1000	500		12	3	3	0	9403752 
lmSimple	1000	500		13	3	3	0	9119833 
lmSimple	1000	500		14	3	3	0	8034664 
lmSimple	1000	500		15	3	3	0	8596759 
lmSimple	1000	500		16	3	3	0	9082028 
lmSimple	1000	500		17	3	3	0	4381268 
lmSimple	1000	500		18	3	3	0	2708706 
lmSimple	1000	500		19	3	3	0	1364971 
lmSimple	1000	500		20	3	3	0	4172277 
lmSimple	1000	500		21	3	3	0	4720839 
lmSimple	1000	500		22	3	3	0	3745138 
lmSimple	1000	500		23	3	3	0	4246571 
lmSimple	1000	500		24	3	3	0	8551051 
lmSimple	1000	500		25	3	3	0	1287226 
lmSimple	1000	500		26	3	3	0	4559146 
lmSimple	1000	500		27	3	3	0	1641783 
lmSimple	1000	500		28	3	3	0	7985435 
lmSimple	1000	500		29	3	3	0	4942168 
lmSimple	1000	500		30	3	3	0	4731867 
lmCor	500	200	ar10.3	1	17	3	0	7794725 
lmCor	500	200	ar10.3	2	17	2	0	2243189 
lmCor	500	200	ar10.3	3	17	2	0	6365899 
lmCor	500	200	ar10.3	4	17	3	0	5083207 
lmCor	500	200	ar10.3	5	17	2	0	9692268 
lmCor	500	200	ar10.3	6	17	3	0	1502797 
lmCor	500	200	ar10.3	7	17	3	0	6940262 
lmCor	500	200	ar10.3	8	17	4	0	7582463 
lmCor	500	200	ar10.3	9	17	4	0	7010858 
lmCor	500	200	ar10.3	10	17	4	0	2436288 
lmCor	500	200	ar10.3	11	17	4	0	4056786 
lmCor	500	200	ar10.3	12	17	3	0	5649152 
lmCor	500	200	ar10.3	13	17	2	0	7308173 
lmCor	500	200	ar10.3	14	17	3	0	4673643 
lmCor	500	200	ar10.3	15	17	3	0	1280201 
lmCor	500	200	ar10.3	16	17	3	0	3692041 
lmCor	500	200	ar10.3	17	17	3	0	8001216 
lmCor	500	200	ar10.3	18	17	2	0	4620524 
lmCor	500	200	ar10.3	19	17	3	0	1956848 
lmCor	500	200	ar10.3	20	17	3	0	8455863 
lmCor	500	200	ar10.3	21	17	3	0	5328179 
lmCor	500	200	ar10.3	22	17	2	0	8538832 
lmCor	500	200	ar10.3	23	17	3	0	4307721 
lmCor	500	200	ar10.3	24	17	3	0	8906590 
lmCor	500	200	ar10.3	25	17	3	0	5550928 
lmCor	500	200	ar10.3	26	17	3	0	8937583 
lmCor	500	200	ar10.3	27	17	2	0	4115012 
lmCor	500	200	ar10.3	28	17	3	0	7111883 
lmCor	500	200	ar10.3	29	17	2	0	9747800 
lmCor	500	200	ar10.3	30	17	4	0	7565298 
lmCor	500	200	ar10.9	1	17	17	0	8536537 
lmCor	500	200	ar10.9	2	17	17	0	3535850 
lmCor	500	200	ar10.9	3	17	17	0	4665602 
lmCor	500	200	ar10.9	4	17	15	0	3230360 
lmCor	500	200	ar10.9	5	17	15	0	6800195 
lmCor	500	200	ar10.9	6	17	17	0	3188576 
lmCor	500	200	ar10.9	7	17	17	0	4618752 
lmCor	500	200	ar10.9	8	17	17	0	4515930 
lmCor	500	200	ar10.9	9	17	17	0	4180180 
lmCor	500	200	ar10.9	10	17	16	0	4544661 
lmCor	500	200	ar10.9	11	17	17	0	6195622 
lmCor	500	200	ar10.9	12	17	13	0	3326740 
lmCor	500	200	ar10.9	13	17	16	0	2985296 
lmCor	500	200	ar10.9	14	17	17	0	7271160 
lmCor	500	200	ar10.9	15	17	17	0	6221054 
lmCor	500	200	ar10.9	16	17	17	0	3932601 
lmCor	500	200	ar10.9	17	17	16	0	3149957 
lmCor	500	200	ar10.9	18	17	16	0	4243672 
lmCor	500	200	ar10.9	19	17	14	0	6899672 
lmCor	500	200	ar10.9	20	17	17	0	8670688 
lmCor	500	200	ar10.9	21	17	17	0	5376118 
lmCor	500	200	ar10.9	22	17	15	1	6305947 
lmCor	500	200	ar10.9	23	17	17	0	9719803 
lmCor	500	200	ar10.9	24	17	17	0	3655061 
lmCor	500	200	ar10.9	25	17	17	0	4992638 
lmCor	500	200	ar10.9	26	17	17	0	8289909 
lmCor	500	200	ar10.9	27	17	17	0	8779327 
lmCor	500	200	ar10.9	28	17	13	0	7063509 
lmCor	500	200	ar10.9	29	17	15	0	9814275 
lmCor	500	200	ar10.9	30	17	17	0	1547916 
lmCor	500	200	hub0.3	1	17	6	0	1034653 
lmCor	500	200	hub0.3	2	17	9	0	4154028 
lmCor	500	200	hub0.3	3	17	5	0	9350584 
lmCor	500	200	hub0.3	4	17	4	0	9100556 
lmCor	500	200	hub0.3	5	17	5	0	5489878 
lmCor	500	200	hub0.3	6	17	3	0	3232385 
lmCor	500	200	hub0.3	7	17	5	1	3333586 
lmCor	500	200	hub0.3	8	17	6	0	1257337 
lmCor	500	200	hub0.3	9	17	4	0	8154533 
lmCor	500	200	hub0.3	10	17	5	0	9649876 
lmCor	500	200	hub0.3	11	17	2	0	6108920 
lmCor	500	200	hub0.3	12	17	4	0	5754887 
lmCor	500	200	hub0.3	13	17	4	0	7703047 
lmCor	500	200	hub0.3	14	17	4	0	8044082 
lmCor	500	200	hub0.3	15	17	3	0	6076670 
lmCor	500	200	hub0.3	16	17	7	0	9701880 
lmCor	500	200	hub0.3	17	17	4	0	1947599 
lmCor	500	200	hub0.3	18	17	3	0	9874644 
lmCor	500	200	hub0.3	19	17	7	0	7823644 
lmCor	500	200	hub0.3	20	17	4	0	7693397 
lmCor	500	200	hub0.3	21	17	2	0	7266782 
lmCor	500	200	hub0.3	22	17	4	0	3799608 
lmCor	500	200	hub0.3	23	17	5	0	9426107 
lmCor	500	200	hub0.3	24	17	4	0	1338522 
lmCor	500	200	hub0.3	25	17	4	0	9003494 
lmCor	500	200	hub0.3	26	17	3	0	4907502 
lmCor	500	200	hub0.3	27	17	6	0	5869608 
lmCor	500	200	hub0.3	28	17	4	0	5788862 
lmCor	500	200	hub0.3	29	17	4	0	2686732 
lmCor	500	200	hub0.3	30	17	6	0	1540257 
lmCor	500	200	hub0.9	1	17	17	0	8184495 
lmCor	500	200	hub0.9	2	17	17	0	6168947 
lmCor	500	200	hub0.9	3	17	17	0	6414805 
lmCor	500	200	hub0.9	4	17	17	0	2326335 
lmCor	500	200	hub0.9	5	17	16	0	4945208 
lmCor	500	200	hub0.9	6	17	17	0	9161637 
lmCor	500	200	hub0.9	7	17	17	0	8347489 
lmCor	500	200	hub0.9	8	17	17	0	9084904 
lmCor	500	200	hub0.9	9	17	17	0	3413551 
lmCor	500	200	hub0.9	10	17	17	0	8115763 
lmCor	500	200	hub0.9	11	17	17	0	3051953 
lmCor	500	200	hub0.9	12	17	17	0	8452287 
lmCor	500	200	hub0.9	13	17	16	0	1851598 
lmCor	500	200	hub0.9	14	17	17	0	8156225 
lmCor	500	200	hub0.9	15	17	16	0	1222095 
lmCor	500	200	hub0.9	16	17	17	0	4593215 
lmCor	500	200	hub0.9	17	17	17	0	7478880 
lmCor	500	200	hub0.9	18	17	17	0	3926891 
lmCor	500	200	hub0.9	19	17	17	0	7745777 
lmCor	500	200	hub0.9	20	17	17	0	6355825 
lmCor	500	200	hub0.9	21	17	16	0	5329794 
lmCor	500	200	hub0.9	22	17	17	0	1191774 
lmCor	500	200	hub0.9	23	17	16	0	4912294 
lmCor	500	200	hub0.9	24	17	17	0	4206169 
lmCor	500	200	hub0.9	25	17	17	0	5388269 
lmCor	500	200	hub0.9	26	17	16	0	1531252 
lmCor	500	200	hub0.9	27	17	17	0	6013788 
lmCor	500	200	hub0.9	28	17	17	0	9188312 
lmCor	500	200	hub0.9	29	17	17	0	9644962 
lmCor	500	200	hub0.9	30	17	17	0	8667663 
lmCor	1000	200	ar10.3	1	17	3	0	9288072 
lmCor	1000	200	ar10.3	2	17	2	0	7654687 
lmCor	1000	200	ar10.3	3	17	2	0	5476749 
lmCor	1000	200	ar10.3	4	17	2	0	9813873 
lmCor	1000	200	ar10.3	5	17	3	0	4655447 
lmCor	1000	200	ar10.3	6	17	2	0	6125736 
lmCor	1000	200	ar10.3	7	17	3	0	8342831 
lmCor	1000	200	ar10.3	8	17	3	0	9034585 
lmCor	1000	200	ar10.3	9	17	3	0	8480770 
lmCor	1000	200	ar10.3	10	17	2	0	8208731 
lmCor	1000	200	ar10.3	11	17	2	0	8980287 
lmCor	1000	200	ar10.3	12	17	3	0	9667382 
lmCor	1000	200	ar10.3	13	17	2	0	2631756 
lmCor	1000	200	ar10.3	14	17	3	0	7791728 
lmCor	1000	200	ar10.3	15	17	3	0	2826510 
lmCor	1000	200	ar10.3	16	17	3	0	4765039 
lmCor	1000	200	ar10.3	17	17	2	0	9889482 
lmCor	1000	200	ar10.3	18	17	3	0	4877131 
lmCor	1000	200	ar10.3	19	17	3	0	1898670 
lmCor	1000	200	ar10.3	20	17	3	0	8802224 
lmCor	1000	200	ar10.3	21	17	3	0	4825851 
lmCor	1000	200	ar10.3	22	17	3	0	9381904 
lmCor	1000	200	ar10.3	23	17	2	0	9815050 
lmCor	1000	200	ar10.3	24	17	2	0	6750922 
lmCor	1000	200	ar10.3	25	17	3	0	6254548 
lmCor	1000	200	ar10.3	26	17	4	0	2438996 
lmCor	1000	200	ar10.3	27	17	3	0	3095818 
lmCor	1000	200	ar10.3	28	17	3	0	5685993 
lmCor	1000	200	ar10.3	29	17	3	0	8589794 
lmCor	1000	200	ar10.3	30	17	2	0	6264292 
lmCor	1000	200	ar10.9	1	17	17	0	8347822 
lmCor	1000	200	ar10.9	2	17	17	0	2319089 
lmCor	1000	200	ar10.9	3	17	17	0	8590486 
lmCor	1000	200	ar10.9	4	17	17	0	6581761 
lmCor	1000	200	ar10.9	5	17	16	0	9880138 
lmCor	1000	200	ar10.9	6	17	17	0	3456649 
lmCor	1000	200	ar10.9	7	17	13	0	8618489 
lmCor	1000	200	ar10.9	8	17	16	0	9213564 
lmCor	1000	200	ar10.9	9	17	16	0	1205932 
lmCor	1000	200	ar10.9	10	17	17	0	9493746 
lmCor	1000	200	ar10.9	11	17	15	0	2256593 
lmCor	1000	200	ar10.9	12	17	16	0	2028186 
lmCor	1000	200	ar10.9	13	17	17	0	1914658 
lmCor	1000	200	ar10.9	14	17	16	0	2031540 
lmCor	1000	200	ar10.9	15	17	17	0	6844658 
lmCor	1000	200	ar10.9	16	17	14	0	4854577 
lmCor	1000	200	ar10.9	17	17	17	0	4765922 
lmCor	1000	200	ar10.9	18	17	16	0	6019757 
lmCor	1000	200	ar10.9	19	17	17	0	8809380 
lmCor	1000	200	ar10.9	20	17	17	0	6169138 
lmCor	1000	200	ar10.9	21	17	17	0	8912533 
lmCor	1000	200	ar10.9	22	17	15	0	9215722 
lmCor	1000	200	ar10.9	23	17	17	0	9350746 
